Date,AMD,GOOGL,META,MSFT,NVDA
2024-12-10,127.73999786376953,184.44761657714844,617.3787841796875,440.0835876464844,135.03306579589844
2024-12-11,130.14999389648438,194.63771057128906,630.6968994140625,445.7021484375,139.2718963623047
2024-12-12,130.60000610351562,191.21112060546875,628.8128051757812,446.26800537109375,137.3024444580078
2024-12-13,126.91000366210938,189.07949829101562,618.405517578125,443.9947509765625,134.21328735351562
2024-12-16,126.69000244140625,195.89279174804688,622.7852783203125,448.2831115722656,131.96389770507812
2024-12-17,125.0199966430664,194.65762329101562,617.9964599609375,451.1320495605469,130.35433959960938
2024-12-18,121.41000366210938,187.66500854492188,595.7982788085938,434.1871032714844,128.874755859375
2024-12-19,118.87999725341797,187.7745819091797,594.1820678710938,433.8297119140625,130.6442413330078
2024-12-20,119.20999908447266,190.66329956054688,583.8861083984375,433.40289306640625,134.6631622314453
2024-12-23,124.5999984741211,193.8707275390625,598.4520874023438,432.06280517578125,139.6317901611328
2024-12-24,126.29000091552734,195.34494018554688,606.3336791992188,436.11285400390625,140.18165588378906
2024-12-26,125.05999755859375,194.83694458007812,601.9439086914062,434.9018249511719,139.8917236328125
2024-12-27,125.19000244140625,192.00799560546875,598.4122314453125,427.3773193359375,136.9725341796875
2024-12-30,122.44000244140625,190.49395751953125,589.8621215820312,421.71905517578125,137.452392578125
2024-12-31,120.79000091552734,188.5615234375,584.1455078125,418.4134521484375,134.25328063964844
2025-01-02,120.62999725341797,188.69100952148438,597.843505859375,415.51483154296875,138.27218627929688
2025-01-03,125.37000274658203,191.04177856445312,603.220947265625,420.24993896484375,144.4304962158203
2025-01-06,129.5500030517578,196.10198974609375,628.7313842773438,424.7169494628906,149.38912963867188
2025-01-07,127.33000183105469,194.7273712158203,616.4500732421875,419.2770690917969,140.10166931152344
2025-01-08,121.83999633789062,193.19337463378906,609.2967529296875,421.4510192871094,140.07168579101562
2025-01-10,116.04000091552734,191.2908172607422,614.4247436523438,415.88214111328125,135.8728485107422
2025-01-13,117.31999969482422,190.26483154296875,606.912353515625,414.135009765625,133.19357299804688
2025-01-14,116.08999633789062,188.9200897216797,592.8651733398438,412.62615966796875,131.7239532470703
2025-01-15,119.95999908447266,194.78712463378906,615.6818237304688,423.188232421875,136.2027587890625
2025-01-16,118.44000244140625,192.15744018554688,609.8754272460938,421.4708557128906,133.53347778320312
2025-01-17,121.45999908447266,195.23536682128906,611.3419799804688,425.8883361816406,137.67234802246094
2025-01-21,122.27999877929688,197.27737426757812,615.0234375,425.3622131347656,140.79148864746094
2025-01-22,123.75,197.5961151123047,622.0469970703125,442.9326171875,147.02980041503906
2025-01-23,123.04000091552734,197.20765686035156,634.966796875,443.4388122558594,147.17974853515625
2025-01-24,122.83999633789062,199.428955078125,645.9810791015625,440.8082580566406,142.5810089111328
2025-01-27,115.01000213623047,191.0617218017578,658.3422241210938,431.3778381347656,118.38761901855469
2025-01-28,114.16999816894531,194.53811645507812,672.758544921875,443.9252624511719,128.95472717285156
2025-01-29,117.3499984741211,194.64767456054688,674.9135131835938,439.0909118652344,123.66616821289062
2025-01-30,118.86000061035156,200.0863800048828,685.3990478515625,411.95111083984375,124.61592102050781
2025-01-31,115.94999694824219,203.2240753173828,687.5739135742188,412.0205993652344,120.03717041015625
2025-02-03,114.2699966430664,200.4449462890625,695.8346557617188,407.9109191894531,116.62810516357422
2025-02-04,119.5,205.57489013671875,702.5489501953125,409.3503112792969,118.6175537109375
2025-02-05,112.01000213623047,190.58358764648438,703.2274169921875,410.26361083984375,124.79586791992188
2025-02-06,110.16000366210938,190.85255432128906,710.3307495117188,412.7750244140625,128.6448211669922
2025-02-07,107.55999755859375,184.616943359375,712.8548583984375,406.7494812011719,129.8044891357422
2025-02-10,110.4800033569336,185.7425537109375,715.7281494140625,409.201416015625,133.53347778320312
2025-02-11,111.0999984741211,184.5970458984375,718.12255859375,408.4270935058594,132.76368713378906
2025-02-12,111.72000122070312,182.89370727539062,723.6895751953125,406.0447082519531,131.10414123535156
2025-02-13,111.80999755859375,185.41383361816406,726.8621826171875,407.53369140625,135.25299072265625
2025-02-14,113.0999984741211,184.50738525390625,734.9532470703125,405.43914794921875,138.81202697753906
2025-02-18,114.27999877929688,183.0531005859375,714.7005615234375,406.64031982421875,139.36187744140625
2025-02-19,114.69000244140625,184.5472412109375,702.1300048828125,411.73272705078125,139.19192504882812
2025-02-20,114.16999816894531,183.83999633789062,693.2207641601562,413.91107177734375,140.07168579101562
2025-02-21,110.83999633789062,178.95912170410156,681.95703125,406.03326416015625,134.3932342529297
2025-02-24,108.11000061035156,178.5507354736328,666.572998046875,401.8457336425781,130.244384765625
2025-02-25,103.95999908447266,174.73565673828125,655.9678344726562,395.77825927734375,126.59537506103516
2025-02-26,104.73999786376953,172.05613708496094,672.1300659179688,397.5985412597656,131.24411010742188
2025-02-27,99.51000213623047,167.8426513671875,656.7059936523438,390.4368896484375,120.11714935302734
2025-02-28,99.86000061035156,169.61570739746094,666.642822265625,394.87310791015625,124.88583374023438
2025-03-03,98.2300033569336,166.35845947265625,653.5234375,386.4184265136719,114.02880859375
2025-03-04,100.75,170.25320434570312,638.508544921875,386.53778076171875,115.95828247070312
2025-03-05,101.66999816894531,172.34503173828125,654.940185546875,398.8816223144531,117.2679214477539
2025-03-06,98.8499984741211,171.6776580810547,626.4666748046875,394.773681640625,110.53976440429688
2025-03-07,100.30999755859375,173.18173217773438,624.201904296875,391.2127380371094,112.65918731689453
2025-03-10,96.62999725341797,165.41319274902344,596.596435546875,378.1328430175781,106.95074462890625
2025-03-11,96.76000213623047,163.58822631835938,604.2984619140625,378.4213562011719,108.73025512695312
2025-03-12,100.79000091552734,166.64979553222656,618.1161499023438,381.2262878417969,115.718994140625
2025-03-13,98.11000061035156,162.31175231933594,589.2636108398438,376.750244140625,115.55902862548828
2025-03-14,100.97000122070312,165.03424072265625,606.7233276367188,386.4880676269531,121.64791870117188
2025-03-17,104.58999633789062,163.83755493164062,604.0272216796875,386.6273193359375,119.50830841064453
2025-03-18,103.51000213623047,160.22752380371094,581.5197143554688,381.4749450683594,115.40904998779297
2025-03-19,106.2300033569336,163.43865966796875,583.2173461914062,385.75201416015625,117.49866485595703
2025-03-20,107.13999938964844,162.35165405273438,585.1544799804688,384.7772521972656,118.50848388671875
