episode,reward,portfolio_value,loss
0,0.25929281951953737,30750.228942516886,0.0006083438051503215
1,0.27353152697160776,30999.25375473571,0.0005929997568568882
2,0.24211210291829602,30369.02524435137,0.0005337615086763845
3,0.13259920107598827,27222.482752645246,0.0004911886058175024
4,0.6064499199045315,43123.81067096214,0.0005773129865732476
5,0.19891606061286662,28643.935977870886,0.0006050016011532891
6,0.4451935227443512,36908.8076335078,0.0006045625073037539
7,0.2742770749301092,31332.02297996182,0.0005965971186897572
8,0.14594911836348073,27446.931715891173,0.0006492498475922673
9,0.23173062127847438,29645.199888849766,0.0006308601423140167
10,0.27900809378332453,31405.640844602378,0.0006143262678362382
11,0.4840378075155574,38313.47244302125,0.0008574393146842294
12,0.4224790928659723,36511.2432953388,0.000745717149580542
13,0.4308444751341065,36193.06084634732,0.0006715881247476199
14,0.6165830873345417,43609.2765481182,0.000667500561633725
15,0.20220568225505706,28950.659497635752,0.0007470234113996888
16,0.23783444927782726,30314.708070062476,0.0006464617227386872
17,0.35651572441178114,33966.64867525784,0.000621174904837112
18,0.39438190624358466,34778.069264899044,0.0006196839374613866
19,0.3936642754670219,35245.76429015126,0.00062525806848337
20,0.46898124136747055,38003.18714487511,0.0006688373423189333
21,0.33858452574047404,33023.345955374665,0.0009117685262072548
22,0.2417965330882576,30268.711046017987,0.000782488954336017
23,0.2954727819901602,31779.022193049186,0.0007307429994183361
24,0.5049718202695838,39169.065665698545,0.000787435581230751
25,0.1742071137557697,28227.359151064273,0.0007270269546822845
26,0.24846871497230957,29938.774026760977,0.0007281581308046269
27,0.5277503095012396,40191.25432960572,0.0007193833309567615
28,0.16845452955428417,27964.212431816868,0.000752415445894553
29,0.2172763115981081,29713.903405927762,0.000708530986714
30,0.18488845184559996,28709.200253190684,0.0007569283813843307
31,0.24359192757495882,30077.869783790477,0.0009706972106968992
32,0.18008259727052098,28603.111667575005,0.0008542918598177186
33,0.4861947000408608,38596.968916118094,0.0009326862241534461
34,0.23651855763545004,30030.645889902644,0.0008289780602092905
35,0.29071879013310736,31563.803972981343,0.0008282720440171486
36,0.39754805688107314,34939.78711427026,0.0008374110493221505
37,0.316120787882869,32427.343332426964,0.0008075010627169233
38,0.3086772360274156,32301.598573636915,0.0008147729370145732
39,0.4767258076867598,37904.26270373331,0.00080173674510116
40,0.40879165214512264,35429.29112053051,0.000822996595046259
41,0.40229902329338135,35395.0467027088,0.0010102072519197164
42,0.48387969543182346,38316.887606093434,0.0009384215939573881
43,0.502019617152335,38824.777110754316,0.0009182276808900389
44,0.5189928228365265,39878.279464179155,0.0008719553377671867
45,0.3587864108955028,33803.55060946958,0.0008756404960938663
46,0.3855776405247454,35238.021639702216,0.0009142704060466229
47,0.05377454867445168,25189.638511896555,0.0008683769804286036
48,0.17251466515603234,28304.4797999947,0.000816496745963239
49,0.46977226793817767,37964.37411362815,0.0009184521766632936
50,0.40100530108170285,35506.27991750553,0.0008849206910800691
51,0.37209669626930086,34698.871202695926,0.0009910040948872027
52,0.324038090375906,32879.14614351297,0.0009073121277939622
53,0.35540103223565794,34073.33723466108,0.0009728001228254681
54,0.43366639529315365,36799.07082086547,0.0008970441779058882
55,0.3373991648371115,33194.924577060214,0.0008545778825621706
56,0.5041465800249609,39048.35871275481,0.0008958352823989301
57,0.6132582336343594,43514.5132802144,0.0008505552103065095
58,0.2069926333708277,29016.525158836732,0.0008816480363241715
59,0.2556494542709676,30762.858344025077,0.0008944282341377125
60,0.3400561604984914,33455.17878510392,0.0008796723086715043
61,0.5856206044316455,42583.65560910874,0.0009767454577303384
62,0.37197975843112907,34241.938843465774,0.0009009913742278982
63,0.39288966724641583,35132.345329081916,0.00091449708436156
64,0.6104135047744434,43475.60358241857,0.0008506804030734401
65,0.29805052319400704,31831.915180544333,0.0008695410586154788
66,0.4000460392418772,35557.75484342635,0.0008261509726947873
67,0.4560850457561876,37497.36414470818,0.000874565976778957
68,0.6960861773457273,46563.87227147962,0.0009452577965002005
69,0.4362383429255354,36467.68886526223,0.0008567862787612081
70,0.4063775293346782,35548.66633950188,0.0008252515453395319
71,0.6776567205788153,46612.72849980519,0.0009114452221927937
