Date,AMD,GOOGL,META,MSFT,NVDA
2023-12-11,134.41000366210938,132.2904510498047,323.28704833984375,365.84527587890625,46.60103988647461
2023-12-12,137.61000061035156,131.5262451171875,332.1722412109375,368.8800354003906,47.630462646484375
2023-12-13,138.19000244140625,131.57586669921875,332.6890563964844,368.8702392578125,48.06123352050781
2023-12-14,138.0,130.95057678222656,331.1286926269531,360.5542297363281,48.32307815551758
2023-12-15,139.14999389648438,131.60562133789062,332.86798095703125,365.2837219238281,48.8627815246582
2023-12-18,138.89999389648438,134.7816162109375,342.508544921875,367.17547607421875,50.04911804199219
2023-12-19,140.14999389648438,135.625244140625,348.2133483886719,367.7764892578125,49.57637405395508
2023-12-20,135.47000122070312,137.3025665283203,347.1399841308594,365.1752624511719,48.084205627441406
2023-12-21,139.91000366210938,139.36695861816406,351.9205017089844,368.0523986816406,48.96272277832031
2023-12-22,139.60000610351562,140.42897033691406,351.2248229980469,369.0771179199219,48.80281448364258
2023-12-26,143.41000366210938,140.458740234375,352.656005859375,369.15594482421875,49.251556396484375
2023-12-27,146.07000732421875,139.31736755371094,355.63763427734375,368.57464599609375,49.38948440551758
2023-12-28,148.75999450683594,139.17840576171875,356.12457275390625,369.7668151855469,49.49442672729492
2023-12-29,147.41000366210938,138.64248657226562,351.7912902832031,370.515625,49.49442672729492
2024-01-02,138.5800018310547,137.13385009765625,344.1683349609375,365.4216003417969,48.141178131103516
2024-01-03,135.32000732421875,137.8782196044922,342.35943603515625,365.1556091308594,47.54250717163086
2024-01-04,136.00999450683594,135.36721801757812,344.9931945800781,362.53466796875,47.97127914428711
2024-01-05,138.5800018310547,134.71212768554688,349.7936706542969,362.3474426269531,49.069664001464844
2024-01-08,146.17999267578125,137.798828125,356.4625244140625,369.1855163574219,52.22389602661133
2024-01-09,149.25999450683594,139.8930206298828,355.24005126953125,370.2693786621094,53.11041259765625
2024-01-10,148.5399932861328,141.21304321289062,368.20013427734375,377.14678955078125,54.319732666015625
2024-01-11,148.02000427246094,141.01454162597656,367.405029296875,378.9794616699219,54.791473388671875
2024-01-12,146.55999755859375,141.5802459716797,372.1955261230469,382.7630920410156,54.67953109741211
2024-01-16,158.74000549316406,141.42147827148438,365.2085876464844,384.53662109375,56.350608825683594
2024-01-17,160.1699981689453,140.4091033935547,366.1130065917969,383.74835205078125,56.02178955078125
2024-01-18,162.6699981689453,142.404052734375,373.8254699707031,388.083740234375,57.07520294189453
2024-01-19,174.22999572753906,145.2822723388672,381.10064697265625,392.813232421875,59.45787048339844
2024-01-22,168.17999267578125,144.8952178955078,379.44085693359375,390.68499755859375,59.62078857421875
2024-01-23,168.4199981689453,145.9373321533203,382.8399658203125,393.03985595703125,59.83966827392578
2024-01-24,178.2899932861328,147.58489990234375,388.3062438964844,396.6460876464844,61.32782745361328
2024-01-25,180.3300018310547,150.7311248779297,390.77099609375,398.922119140625,61.58269119262695
2024-01-26,177.25,151.04872131347656,391.72515869140625,397.9959716796875,60.99701690673828
2024-01-29,177.8300018310547,152.3588104248047,398.56292724609375,403.70086669921875,62.430213928222656
2024-01-30,172.05999755859375,150.32418823242188,397.6088562011719,402.5874938964844,62.73904800415039
2024-01-31,167.69000244140625,139.04937744140625,387.7496337890625,391.73919677734375,61.492740631103516
2024-02-01,170.47999572753906,140.1014404296875,392.3612060546875,397.8481750488281,62.99190902709961
2024-02-02,177.66000366210938,141.31228637695312,472.0797424316406,405.1788635253906,66.12316131591797
2024-02-05,174.22999572753906,142.6025390625,456.59521484375,399.690673828125,69.29339599609375
2024-02-06,167.8800048828125,143.0194091796875,451.9339599609375,399.5329895019531,68.18501281738281
2024-02-07,170.94000244140625,144.4485626220703,466.71282958984375,407.96722412109375,70.05996704101562
2024-02-08,169.35000610351562,144.81581115722656,467.1203308105469,408.0263671875,69.60221862792969
2024-02-09,172.47999572753906,147.88262939453125,465.2419128417969,414.37176513671875,72.09284210205078
2024-02-12,171.91000366210938,146.42364501953125,466.027099609375,409.15948486328125,72.20777130126953
2024-02-13,171.5399932861328,144.05157470703125,457.30084228515625,400.3507995605469,72.08784484863281
2024-02-14,178.6999969482422,144.8455810546875,470.3802795410156,404.2203369140625,73.8588638305664
2024-02-15,176.75999450683594,141.69937133789062,481.06439208984375,401.3280944824219,72.6175308227539
2024-02-16,173.8699951171875,139.46624755859375,470.4200134277344,398.8602294921875,72.57257080078125
2024-02-20,165.69000244140625,140.0617218017578,468.859619140625,397.60662841796875,69.413330078125
2024-02-21,164.2899932861328,141.48098754882812,465.65594482421875,397.00445556640625,67.43444061279297
2024-02-22,181.86000061035156,143.00946044921875,483.66412353515625,406.3525695800781,78.49427032470703
2024-02-23,176.52000427246094,142.88046264648438,481.5747985839844,405.0594482421875,78.77310943603516
2024-02-26,176.00999450683594,136.53836059570312,479.29638671875,402.2955017089844,79.04796600341797
2024-02-27,178.0,137.83853149414062,484.5794677734375,402.2362365722656,78.65717315673828
2024-02-28,176.5399932861328,135.3572998046875,481.5648193359375,402.4731750488281,77.6197509765625
2024-02-29,192.52999877929688,137.4216766357422,487.64385986328125,408.3169860839844,79.06796264648438
2024-03-01,202.63999938964844,136.11158752441406,499.7520751953125,410.1530456542969,82.2331771850586
2024-03-04,205.36000061035156,132.35000610351562,495.6629943847656,409.5805358886719,85.18953704833984
2024-03-05,205.1300048828125,131.6750946044922,487.7333984375,397.4683837890625,85.920166015625
2024-03-06,210.6300048828125,130.4146270751953,493.5736083984375,396.9155578613281,88.65476989746094
2024-03-07,211.3800048828125,133.37228393554688,509.5919494628906,403.87493896484375,92.62174224853516
2024-03-08,207.38999938964844,134.39454650878906,503.3836364746094,400.9924621582031,87.4833755493164
2024-03-11,198.38999938964844,136.63758850097656,481.13702392578125,399.3143005371094,85.73025512695312
2024-03-12,202.75999450683594,137.46136474609375,497.2150573730469,409.9358825683594,91.86614227294922
2024-03-13,194.7899932861328,138.74169921875,493.0562438964844,409.7582092285156,90.84165954589844
2024-03-14,187.05999755859375,142.0269012451172,489.3352355957031,419.7479553222656,87.89915466308594
2024-03-15,191.05999755859375,140.12127685546875,481.64447021484375,411.06121826171875,87.79220581054688
2024-03-18,190.64999389648438,146.572509765625,494.4591064453125,411.9496154785156,88.40989685058594
2024-03-19,181.4199981689453,145.9274139404297,493.72283935546875,415.9870300292969,89.35243225097656
2024-03-20,179.72999572753906,147.62461853027344,502.9557800292969,419.7578125,90.32592010498047
2024-03-21,178.67999267578125,146.49313354492188,505.1844177246094,423.84454345703125,91.38837432861328
2024-03-22,179.64999389648438,149.63937377929688,506.9951477050781,423.22265625,94.24092102050781
2024-03-25,178.6300048828125,148.94464111328125,500.46844482421875,417.4183044433594,94.95355224609375
2024-03-26,177.8699951171875,149.5401153564453,493.3746032714844,416.223876953125,92.5137939453125
2024-03-27,179.58999633789062,149.7386016845703,491.3548889160156,416.0067443847656,90.2039794921875
2024-03-28,180.49000549316406,149.79815673828125,483.1169128417969,415.3058776855469,90.3099365234375
2024-04-01,183.33999633789062,154.323974609375,488.857666015625,419.1063232421875,90.3169174194336
2024-04-02,178.6999969482422,153.4009552001953,494.84710693359375,416.0166015625,89.40638732910156
2024-04-03,180.77000427246094,153.7582550048828,504.1695556640625,415.0393371582031,88.91864013671875
2024-04-04,165.8300018310547,149.4011688232422,508.3283996582031,412.5024108886719,85.8611831665039
2024-04-05,170.4199981689453,151.35638427734375,524.6651000976562,420.0440673828125,87.96311950683594
2024-04-08,169.89999389648438,153.6887664794922,516.6161499023438,419.1260681152344,87.08856201171875
2024-04-09,170.77999877929688,155.42567443847656,514.278076171875,420.7942810058594,85.31045532226562
2024-04-10,167.13999938964844,154.96908569335938,517.1932373046875,417.81317138671875,86.99461364746094
2024-04-11,170.5,158.214599609375,520.5062866210938,422.4230651855469,90.5698013305664
2024-04-12,163.27999877929688,156.54718017578125,509.30340576171875,416.470703125,88.14103698730469
2024-04-15,160.32000732421875,153.6986846923828,497.692626953125,408.3169860839844,85.95714569091797
2024-04-16,163.4600067138672,153.24215698242188,497.22503662109375,409.244873046875,87.37042236328125
2024-04-17,154.02000427246094,154.3041229248047,491.66339111328125,406.5401611328125,83.99214935302734
2024-04-18,155.0800018310547,154.840087890625,499.254638671875,399.0675964355469,84.62782287597656
2024-04-19,146.63999938964844,152.93447875976562,478.62982177734375,393.9837951660156,76.16114807128906
2024-04-22,148.63999938964844,155.10804748535156,479.2864685058594,395.8001708984375,79.47745513916016
2024-04-23,152.27000427246094,157.07321166992188,493.5835876464844,402.3251037597656,82.38097381591797
2024-04-24,151.74000549316406,157.9366912841797,490.9967956542969,403.79583740234375,79.63636779785156
