Date,AMD,INTC,NVDA,QCOM,TSM
2020-01-02,49.099998474121094,53.66646957397461,5.9710774421691895,77.64637756347656,53.924869537353516
2020-01-03,48.599998474121094,53.01371765136719,5.875504970550537,76.184326171875,52.14652633666992
2020-01-06,48.38999938964844,52.863765716552734,5.900143146514893,75.73782348632812,51.54476547241211
2020-01-07,48.25,51.98167419433594,5.9715752601623535,77.89151763916016,52.380043029785156
2020-01-08,47.83000183105469,52.01695251464844,5.9827752113342285,77.66389465332031,52.76625061035156
2020-01-09,48.970001220703125,52.30804443359375,6.048482418060303,78.71446990966797,53.19736099243164
2020-01-10,48.16999816894531,51.9904899597168,6.080837249755859,79.0208740234375,52.865055084228516
2020-01-13,48.75,52.56385803222656,6.271486759185791,79.6424789428711,53.942832946777344
2020-01-14,48.209999084472656,52.422725677490234,6.154507637023926,79.28352355957031,54.17634963989258
2020-01-15,48.54999923706055,51.9904899597168,6.111948490142822,78.50434875488281,52.44292068481445
2020-01-16,49.77000045776367,52.62559509277344,6.195574760437012,80.36036682128906,52.76625061035156
2020-01-17,50.93000030517578,52.57267379760742,6.204287052154541,83.96735382080078,52.61357116699219
2020-01-21,51.04999923706055,53.4106559753418,6.17093563079834,82.76793670654297,52.30820083618164
2020-01-22,51.43000030517578,55.333621978759766,6.224942684173584,81.3934326171875,52.40699768066406
2020-01-23,51.709999084472656,55.85404968261719,6.293389320373535,80.54419708251953,51.62559509277344
2020-01-24,50.349998474121094,60.39683151245117,6.234151840209961,78.48683166503906,51.85014724731445
2020-01-27,49.2599983215332,57.944610595703125,5.97829532623291,76.2105941772461,49.631717681884766
2020-01-28,50.529998779296875,59.373600006103516,6.171682357788086,78.04911804199219,51.27531814575195
2020-01-29,47.5099983215332,58.509159088134766,6.111202239990234,77.24365997314453,51.36514663696289
2020-01-30,48.779998779296875,58.632652282714844,6.117922306060791,76.84969329833984,50.11670684814453
2020-01-31,47.0,56.39213180541992,5.884463787078857,74.68726348876953,48.4461555480957
2020-02-03,48.02000045776367,56.824363708496094,5.981530666351318,75.71156311035156,49.19162368774414
2020-02-04,49.45000076293945,57.741737365722656,6.150774955749512,77.8564682006836,51.66153335571289
2020-02-05,49.84000015258789,59.40006637573242,6.241121768951416,79.5899429321289,52.020782470703125
2020-02-06,49.31999969482422,59.470985412597656,6.327983856201172,79.32730865478516,52.11061096191406
2020-02-07,49.72999954223633,58.522491455078125,6.261778831481934,76.53449249267578,50.475975036621094
2020-02-10,52.2599983215332,58.8504753112793,6.545015335083008,77.56758880615234,51.21245574951172
2020-02-11,53.79999923706055,59.754634857177734,6.66746711730957,78.7932357788086,52.685420989990234
2020-02-12,53.88999938964844,59.798980712890625,6.783201217651367,80.29908752441406,53.55663299560547
2020-02-13,54.529998779296875,59.7812385559082,6.739395618438721,78.81951141357422,53.28718185424805
2020-02-14,55.310001373291016,59.63053894042969,7.212532043457031,78.44305419921875,52.2632942199707
2020-02-18,56.88999938964844,58.62887191772461,7.381278991699219,77.06855773925781,50.45801544189453
2020-02-19,58.900001525878906,59.48871612548828,7.832512378692627,79.28352355957031,51.76931381225586
2020-02-20,57.27000045776367,58.01722717285156,7.68317985534668,78.32923126220703,50.727455139160156
2020-02-21,53.279998779296875,57.03327941894531,7.319056987762451,76.19308471679688,49.92810821533203
2020-02-24,49.119998931884766,54.746273040771484,6.801617622375488,72.9450454711914,48.607826232910156
2020-02-25,47.56999969482422,52.94681167602539,6.522115707397461,70.2310562133789,48.374305725097656
2020-02-26,47.4900016784668,52.87589645385742,6.661493301391602,69.74077606201172,49.42512893676758
2020-02-27,44.0099983215332,49.48971176147461,6.290677547454834,66.4839859008789,47.86235809326172
2020-02-28,45.47999954223633,49.21491241455078,6.725746154785156,68.55014038085938,48.35634231567383
2020-03-02,47.459999084472656,51.57284164428711,6.884131908416748,70.52873229980469,50.278385162353516
2020-03-03,46.75,49.61381912231445,6.621646881103516,68.77774810791016,49.29042434692383
2020-03-04,50.11000061035156,52.01605224609375,7.085354804992676,72.18399810791016,51.2663459777832
2020-03-05,48.11000061035156,50.491390228271484,6.805934906005859,69.86317443847656,50.05384063720703
2020-03-06,48.59000015258789,49.43653106689453,6.625382423400879,68.3630142211914,49.46105194091797
2020-03-09,43.27000045776367,45.07526397705078,6.112367630004883,64.10079956054688,46.551063537597656
2020-03-10,45.380001068115234,47.84981155395508,6.501859664916992,69.6160659790039,48.95810317993164
2020-03-11,45.70000076293945,45.793277740478516,6.1380181312561035,65.84806060791016,46.9193115234375
2020-03-12,39.0099983215332,40.3682861328125,5.386920928955078,59.141456604003906,43.73086929321289
2020-03-13,43.900001525878906,48.24870681762695,5.997809410095215,66.89813995361328,46.91032028198242
2020-03-16,38.709999084472656,39.54389190673828,4.891088485717773,56.90005111694336,40.32689666748047
2020-03-17,41.880001068115234,44.392704010009766,5.410830020904541,60.7651481628418,43.59615707397461
2020-03-18,39.119998931884766,42.203208923339844,5.050971031188965,53.99680709838867,39.85086441040039
2020-03-19,39.81999969482422,40.722862243652344,5.3037428855896,57.35892868041992,39.79375457763672
2020-03-20,39.61000061035156,40.6253547668457,5.123939037322998,53.749717712402344,40.37401580810547
2020-03-23,41.63999938964844,43.949493408203125,5.2967705726623535,55.17927932739258,41.035892486572266
2020-03-24,46.220001220703125,46.44923782348633,6.205507755279541,57.764835357666016,44.3089714050293
2020-03-25,44.630001068115234,45.43870162963867,6.116848945617676,55.66463088989258,44.42683029174805
2020-03-26,47.5,49.23265075683594,6.406231880187988,60.871055603027344,45.21563720703125
